Create generator with 41833481 parameters
Started epoch 0001/0250: Create generator with 41833481 parameters
Started epoch 0001/0250: loss: 0.537208, val_loss: 0.405969, lr: 0.0002000
Started epoch 0050/0250: loss: 0.158056, val_loss: 0.221409, lr: 0.0002000
Started epoch 0050/0250: loss: 0.154975, val_loss: 0.227861, lr: 0.0002000
Started epoch 0051/0250: Started epoch 0051/0250: loss: 0.154179, val_loss: 0.217369, lr: 0.0002000
Started epoch 0052/0250: loss: 0.153439, val_loss: 0.219706, lr: 0.0002000
Started epoch 0053/0250: loss: 0.152755, val_loss: 0.214908, lr: 0.0002000
Started epoch 0054/0250: loss: 0.154292, val_loss: 0.224802, lr: 0.0002000
Started epoch 0055/0250: loss: 0.149305, val_loss: 0.217611, lr: 0.0002000
Started epoch 0056/0250: loss: 0.152592, val_loss: 0.217308, lr: 0.0002000
Started epoch 0057/0250: loss: 0.149054, val_loss: 0.226900, lr: 0.0002000
Started epoch 0058/0250: loss: 0.150145, val_loss: 0.219642, lr: 0.0002000
Started epoch 0059/0250: loss: 0.150145, val_loss: 0.219642, lr: 0.0002000
Started epoch 0059/0250: loss: 0.150510, val_loss: 0.227560, lr: 0.0002000
Started epoch 0060/0250: loss: 0.150510, val_loss: 0.227560, lr: 0.0002000
Started epoch 0060/0250: loss: 0.147528, val_loss: 0.216782, lr: 0.0002000
Started epoch 0061/0250: loss: 0.148090, val_loss: 0.215017, lr: 0.0002000
Started epoch 0062/0250: loss: 0.145794, val_loss: 0.226226, lr: 0.0002000
Started epoch 0063/0250: loss: 0.146638, val_loss: 0.221809, lr: 0.0002000
Started epoch 0064/0250: loss: 0.142333, val_loss: 0.222862, lr: 0.0002000
Started epoch 0065/0250: loss: 0.140134, val_loss: 0.222311, lr: 0.0002000
Started epoch 0066/0250: loss: 0.150725, val_loss: 0.231005, lr: 0.0002000
Started epoch 0067/0250: loss: 0.145366, val_loss: 0.212428, lr: 0.0002000
Started epoch 0068/0250: loss: 0.150725, val_loss: 0.231005, lr: 0.0002000
Started epoch 0067/0250: loss: 0.145366, val_loss: 0.212428, lr: 0.0002000
Started epoch 0068/0250: loss: 0.140872, val_loss: 0.215296, lr: 0.0002000
Started epoch 0069/0250: loss: 0.141337, val_loss: 0.215308, lr: 0.0002000
Started epoch 0070/0250: loss: 0.135863, val_loss: 0.215695, lr: 0.0002000
Started epoch 0071/0250: loss: 0.142705, val_loss: 0.214632, lr: 0.0002000
Started epoch 0072/0250: loss: 0.135863, val_loss: 0.215695, lr: 0.0002000
Started epoch 0071/0250: loss: 0.142705, val_loss: 0.214632, lr: 0.0002000
Started epoch 0072/0250: loss: 0.137866, val_loss: 0.218382, lr: 0.0002000
Started epoch 0073/0250: loss: 0.139413, val_loss: 0.224522, lr: 0.0002000
Started epoch 0074/0250: loss: 0.138486, val_loss: 0.214649, lr: 0.0002000
Started epoch 0075/0250: loss: 0.137270, val_loss: 0.213730, lr: 0.0002000
Started epoch 0076/0250: loss: 0.135877, val_loss: 0.216526, lr: 0.0002000
Started epoch 0077/0250: loss: 0.135877, val_loss: 0.216526, lr: 0.0002000
Started epoch 0077/0250: loss: 0.135497, val_loss: 0.218197, lr: 0.0002000
Started epoch 0078/0250: loss: 0.136081, val_loss: 0.208682, lr: 0.0002000
Started epoch 0079/0250: loss: 0.136081, val_loss: 0.208682, lr: 0.0002000
Started epoch 0079/0250: loss: 0.134009, val_loss: 0.217904, lr: 0.0002000
Started epoch 0080/0250: loss: 0.137081, val_loss: 0.214755, lr: 0.0002000
Started epoch 0081/0250: loss: 0.136120, val_loss: 0.227757, lr: 0.0002000
Started epoch 0082/0250: loss: 0.136120, val_loss: 0.227757, lr: 0.0002000
Started epoch 0082/0250: loss: 0.131887, val_loss: 0.221662, lr: 0.0002000
Started epoch 0083/0250: loss: 0.131887, val_loss: 0.221662, lr: 0.0002000
Started epoch 0083/0250: loss: 0.132782, val_loss: 0.216759, lr: 0.0002000
Started epoch 0084/0250: loss: 0.132033, val_loss: 0.235849, lr: 0.0002000
Started epoch 0085/0250: loss: 0.134894, val_loss: 0.226769, lr: 0.0002000
Started epoch 0086/0250: loss: 0.134894, val_loss: 0.226769, lr: 0.0002000
Started epoch 0086/0250: loss: 0.129601, val_loss: 0.213300, lr: 0.0002000
Started epoch 0087/0250: loss: 0.129601, val_loss: 0.213300, lr: 0.0002000
Started epoch 0087/0250: loss: 0.137513, val_loss: 0.222100, lr: 0.0002000
Started epoch 0088/0250: loss: 0.129160, val_loss: 0.222176, lr: 0.0002000
Started epoch 0089/0250: loss: 0.132436, val_loss: 0.204590, lr: 0.0002000
Started epoch 0090/0250: loss: 0.129269, val_loss: 0.211617, lr: 0.0002000
Started epoch 0091/0250: loss: 0.128746, val_loss: 0.210713, lr: 0.0002000
Started epoch 0092/0250: loss: 0.126574, val_loss: 0.217995, lr: 0.0002000
Started epoch 0093/0250: loss: 0.127073, val_loss: 0.227969, lr: 0.0002000
Started epoch 0094/0250: loss: 0.127196, val_loss: 0.224299, lr: 0.0002000
Started epoch 0095/0250: loss: 0.126894, val_loss: 0.241867, lr: 0.0002000
Started epoch 0096/0250: loss: 0.126897, val_loss: 0.213744, lr: 0.0002000
Started epoch 0097/0250: loss: 0.126897, val_loss: 0.213744, lr: 0.0002000
Started epoch 0097/0250: loss: 0.123353, val_loss: 0.213640, lr: 0.0002000
Started epoch 0098/0250: loss: 0.124367, val_loss: 0.225864, lr: 0.0002000
Started epoch 0099/0250: loss: 0.123350, val_loss: 0.228740, lr: 0.0002000
Started epoch 0100/0250: loss: 0.123350, val_loss: 0.228740, lr: 0.0002000
Started epoch 0100/0250: loss: 0.126341, val_loss: 0.213599, lr: 0.0002000
loss: 0.126341, val_loss: 0.213599, lr: 0.0002000
Started epoch 0101/0250: loss: 0.126109, val_loss: 0.228491, lr: 0.0002000
Started epoch 0102/0250: loss: 0.126109, val_loss: 0.228491, lr: 0.0002000
Started epoch 0102/0250: loss: 0.123187, val_loss: 0.218312, lr: 0.0002000
Started epoch 0103/0250: loss: 0.125510, val_loss: 0.212436, lr: 0.0002000
Started epoch 0104/0250: loss: 0.122204, val_loss: 0.220533, lr: 0.0002000
Started epoch 0105/0250: loss: 0.122204, val_loss: 0.220533, lr: 0.0002000
Started epoch 0105/0250: loss: 0.123426, val_loss: 0.218329, lr: 0.0002000
Started epoch 0106/0250: loss: 0.120928, val_loss: 0.213106, lr: 0.0002000
Started epoch 0107/0250: loss: 0.121924, val_loss: 0.241286, lr: 0.0002000
Started epoch 0108/0250: loss: 0.121924, val_loss: 0.241286, lr: 0.0002000
Started epoch 0108/0250: loss: 0.124324, val_loss: 0.218300, lr: 0.0002000
Started epoch 0109/0250: loss: 0.121033, val_loss: 0.215716, lr: 0.0002000
Started epoch 0110/0250: loss: 0.117669, val_loss: 0.206435, lr: 0.0002000
loss: 0.117669, val_loss: 0.206435, lr: 0.0002000
Started epoch 0111/0250: Started epoch 0111/0250: loss: 0.120968, val_loss: 0.214628, lr: 0.0002000
Started epoch 0112/0250: loss: 0.118548, val_loss: 0.227212, lr: 0.0002000
Started epoch 0113/0250: loss: 0.125358, val_loss: 0.211811, lr: 0.0002000
Started epoch 0114/0250: loss: 0.119270, val_loss: 0.211491, lr: 0.0002000
Started epoch 0115/0250: loss: 0.123044, val_loss: 0.219588, lr: 0.0002000
Started epoch 0116/0250: loss: 0.120660, val_loss: 0.217061, lr: 0.0002000
Started epoch 0117/0250: loss: 0.121491, val_loss: 0.221271, lr: 0.0002000
Started epoch 0118/0250: loss: 0.117801, val_loss: 0.207701, lr: 0.0002000
Started epoch 0119/0250: loss: 0.117458, val_loss: 0.213750, lr: 0.0002000
Started epoch 0120/0250: loss: 0.117458, val_loss: 0.213750, lr: 0.0002000
Started epoch 0120/0250: loss: 0.114438, val_loss: 0.227569, lr: 0.0002000
Started epoch 0121/0250: loss: 0.117391, val_loss: 0.211457, lr: 0.0002000
Started epoch 0122/0250: loss: 0.122462, val_loss: 0.215261, lr: 0.0002000
Started epoch 0123/0250: loss: 0.119264, val_loss: 0.208561, lr: 0.0002000
Started epoch 0124/0250: loss: 0.117304, val_loss: 0.218721, lr: 0.0002000
Started epoch 0125/0250: loss: 0.114767, val_loss: 0.207824, lr: 0.0002000
Started epoch 0126/0250: loss: 0.112038, val_loss: 0.208533, lr: 0.0002000
Started epoch 0127/0250: loss: 0.113311, val_loss: 0.218204, lr: 0.0002000
Started epoch 0128/0250: loss: 0.120638, val_loss: 0.213740, lr: 0.0002000
Started epoch 0129/0250: loss: 0.117293, val_loss: 0.208151, lr: 0.0002000
Started epoch 0130/0250: loss: 0.115586, val_loss: 0.207772, lr: 0.0002000
Started epoch 0131/0250: loss: 0.111065, val_loss: 0.213196, lr: 0.0002000
Started epoch 0132/0250: loss: 0.111680, val_loss: 0.216471, lr: 0.0002000
Started epoch 0133/0250: loss: 0.114614, val_loss: 0.208404, lr: 0.0002000
Started epoch 0134/0250: loss: 0.111599, val_loss: 0.213608, lr: 0.0002000
Started epoch 0135/0250: loss: 0.109768, val_loss: 0.209201, lr: 0.0002000
Started epoch 0136/0250: loss: 0.112705, val_loss: 0.208551, lr: 0.0002000
Started epoch 0137/0250: loss: 0.111879, val_loss: 0.208176, lr: 0.0002000
Started epoch 0138/0250: loss: 0.114361, val_loss: 0.203906, lr: 0.0002000
Started epoch 0139/0250: loss: 0.113695, val_loss: 0.213434, lr: 0.0002000
Started epoch 0140/0250: loss: 0.111123, val_loss: 0.213670, lr: 0.0002000
Started epoch 0141/0250: loss: 0.110822, val_loss: 0.230933, lr: 0.0002000
Started epoch 0142/0250: loss: 0.110069, val_loss: 0.219626, lr: 0.0002000
Started epoch 0143/0250: loss: 0.111198, val_loss: 0.205200, lr: 0.0002000
Started epoch 0144/0250: loss: 0.110705, val_loss: 0.218366, lr: 0.0002000
Started epoch 0145/0250: loss: 0.113483, val_loss: 0.204298, lr: 0.0002000
Started epoch 0146/0250: loss: 0.106279, val_loss: 0.208431, lr: 0.0002000
Started epoch 0147/0250: loss: 0.115252, val_loss: 0.199115, lr: 0.0002000
Started epoch 0148/0250: loss: 0.109257, val_loss: 0.205184, lr: 0.0002000
Started epoch 0149/0250: loss: 0.109872, val_loss: 0.206043, lr: 0.0002000
Started epoch 0150/0250: loss: 0.107369, val_loss: 0.197211, lr: 0.0002000
Started epoch 0151/0250: loss: 0.108708, val_loss: 0.203011, lr: 0.0002000
Started epoch 0152/0250: loss: 0.107446, val_loss: 0.213582, lr: 0.0002000
Started epoch 0153/0250: loss: 0.107795, val_loss: 0.208340, lr: 0.0002000
Started epoch 0154/0250: loss: 0.108841, val_loss: 0.204784, lr: 0.0002000
Started epoch 0155/0250: loss: 0.107923, val_loss: 0.210387, lr: 0.0002000
Started epoch 0156/0250: loss: 0.106483, val_loss: 0.199505, lr: 0.0002000
Started epoch 0157/0250: loss: 0.105299, val_loss: 0.215664, lr: 0.0002000
Started epoch 0158/0250: loss: 0.106263, val_loss: 0.206090, lr: 0.0002000
Started epoch 0159/0250: loss: 0.107338, val_loss: 0.212022, lr: 0.0002000
Started epoch 0160/0250: loss: 0.105152, val_loss: 0.214860, lr: 0.0002000
Started epoch 0161/0250: loss: 0.104012, val_loss: 0.207718, lr: 0.0002000
Started epoch 0162/0250: loss: 0.103512, val_loss: 0.205988, lr: 0.0002000
Started epoch 0163/0250: loss: 0.104578, val_loss: 0.208237, lr: 0.0002000
Started epoch 0164/0250: loss: 0.109045, val_loss: 0.199924, lr: 0.0002000
Started epoch 0165/0250: loss: 0.106196, val_loss: 0.212542, lr: 0.0002000
Started epoch 0166/0250: loss: 0.106765, val_loss: 0.201840, lr: 0.0002000
Started epoch 0167/0250: loss: 0.103951, val_loss: 0.209755, lr: 0.0002000
Started epoch 0168/0250: loss: 0.110989, val_loss: 0.216272, lr: 0.0002000
Started epoch 0169/0250: loss: 0.108917, val_loss: 0.214008, lr: 0.0002000
Started epoch 0170/0250: loss: 0.103655, val_loss: 0.204112, lr: 0.0002000
Started epoch 0171/0250: loss: 0.106298, val_loss: 0.204977, lr: 0.0002000
Started epoch 0172/0250: loss: 0.107255, val_loss: 0.209563, lr: 0.0002000
Started epoch 0173/0250: loss: 0.104374, val_loss: 0.202741, lr: 0.0002000
Started epoch 0174/0250: loss: 0.102504, val_loss: 0.217141, lr: 0.0002000
Started epoch 0175/0250: loss: 0.106843, val_loss: 0.210695, lr: 0.0002000
Started epoch 0176/0250: loss: 0.102941, val_loss: 0.208925, lr: 0.0002000
Started epoch 0177/0250: loss: 0.107480, val_loss: 0.210512, lr: 0.0002000
Started epoch 0178/0250: loss: 0.101642, val_loss: 0.207586, lr: 0.0002000
Started epoch 0179/0250: loss: 0.100619, val_loss: 0.204570, lr: 0.0002000
Started epoch 0180/0250: loss: 0.101272, val_loss: 0.207127, lr: 0.0002000
Started epoch 0181/0250: loss: 0.101226, val_loss: 0.214841, lr: 0.0002000
Started epoch 0182/0250: loss: 0.104730, val_loss: 0.213780, lr: 0.0002000
Started epoch 0183/0250: loss: 0.100799, val_loss: 0.203631, lr: 0.0002000
Started epoch 0184/0250: loss: 0.100692, val_loss: 0.221986, lr: 0.0002000
Started epoch 0185/0250: loss: 0.101840, val_loss: 0.214049, lr: 0.0002000
Started epoch 0186/0250: loss: 0.103176, val_loss: 0.208753, lr: 0.0002000
Started epoch 0187/0250: loss: 0.101558, val_loss: 0.215248, lr: 0.0002000
Started epoch 0188/0250: loss: 0.099367, val_loss: 0.208708, lr: 0.0002000
Started epoch 0189/0250: loss: 0.097895, val_loss: 0.221201, lr: 0.0002000
Started epoch 0190/0250: loss: 0.104503, val_loss: 0.204137, lr: 0.0002000
Started epoch 0191/0250: loss: 0.106725, val_loss: 0.212656, lr: 0.0002000
Started epoch 0192/0250: loss: 0.100317, val_loss: 0.211972, lr: 0.0002000
Started epoch 0193/0250: loss: 0.100593, val_loss: 0.216799, lr: 0.0002000
Started epoch 0194/0250: loss: 0.103196, val_loss: 0.203262, lr: 0.0002000
Started epoch 0195/0250: loss: 0.099904, val_loss: 0.203299, lr: 0.0002000
Started epoch 0196/0250: loss: 0.101688, val_loss: 0.208313, lr: 0.0002000
Started epoch 0197/0250: loss: 0.099783, val_loss: 0.212599, lr: 0.0002000
Started epoch 0198/0250: loss: 0.100368, val_loss: 0.241793, lr: 0.0002000
Started epoch 0199/0250: loss: 0.100634, val_loss: 0.216266, lr: 0.0002000
Started epoch 0200/0250: loss: 0.098304, val_loss: 0.207549, lr: 0.0002000
Started epoch 0201/0250: loss: 0.097825, val_loss: 0.205558, lr: 0.0002000
Started epoch 0202/0250: loss: 0.100094, val_loss: 0.200532, lr: 0.0002000
Started epoch 0203/0250: loss: 0.100232, val_loss: 0.210102, lr: 0.0002000
Started epoch 0204/0250: loss: 0.097519, val_loss: 0.200228, lr: 0.0002000
Started epoch 0205/0250: loss: 0.096289, val_loss: 0.205263, lr: 0.0002000
Started epoch 0206/0250: loss: 0.096714, val_loss: 0.209407, lr: 0.0002000
Started epoch 0207/0250: loss: 0.094745, val_loss: 0.200594, lr: 0.0002000
Started epoch 0208/0250: loss: 0.096421, val_loss: 0.204120, lr: 0.0002000
Started epoch 0209/0250: loss: 0.100647, val_loss: 0.199121, lr: 0.0002000
Started epoch 0210/0250: loss: 0.098651, val_loss: 0.213796, lr: 0.0002000
Started epoch 0211/0250: loss: 0.096685, val_loss: 0.214081, lr: 0.0002000
Started epoch 0212/0250: loss: 0.099319, val_loss: 0.201145, lr: 0.0002000
Started epoch 0213/0250: loss: 0.095717, val_loss: 0.200987, lr: 0.0002000
Started epoch 0214/0250: loss: 0.093861, val_loss: 0.218245, lr: 0.0002000
Started epoch 0215/0250: loss: 0.097838, val_loss: 0.208816, lr: 0.0002000
Started epoch 0216/0250: loss: 0.096003, val_loss: 0.199290, lr: 0.0002000
Started epoch 0217/0250: loss: 0.097951, val_loss: 0.200769, lr: 0.0002000
Started epoch 0218/0250: loss: 0.096349, val_loss: 0.204582, lr: 0.0002000
Started epoch 0219/0250: loss: 0.098980, val_loss: 0.202435, lr: 0.0002000
Started epoch 0220/0250: loss: 0.093902, val_loss: 0.205729, lr: 0.0002000
Started epoch 0221/0250: loss: 0.093542, val_loss: 0.211420, lr: 0.0002000
Started epoch 0222/0250: loss: 0.096155, val_loss: 0.204562, lr: 0.0002000
Started epoch 0223/0250: loss: 0.097047, val_loss: 0.205669, lr: 0.0002000
Started epoch 0224/0250: loss: 0.093406, val_loss: 0.204453, lr: 0.0002000
Started epoch 0225/0250: loss: 0.095822, val_loss: 0.206735, lr: 0.0002000
Started epoch 0226/0250: loss: 0.092235, val_loss: 0.211841, lr: 0.0002000
Started epoch 0227/0250: loss: 0.095274, val_loss: 0.198558, lr: 0.0002000
Started epoch 0228/0250: loss: 0.094654, val_loss: 0.216837, lr: 0.0002000
Started epoch 0229/0250: loss: 0.094068, val_loss: 0.201460, lr: 0.0002000
Started epoch 0230/0250: loss: 0.095402, val_loss: 0.209941, lr: 0.0002000
Started epoch 0231/0250: loss: 0.094714, val_loss: 0.203617, lr: 0.0002000
Started epoch 0232/0250: loss: 0.095716, val_loss: 0.202466, lr: 0.0002000
Started epoch 0233/0250: loss: 0.093672, val_loss: 0.209185, lr: 0.0002000
Started epoch 0234/0250: loss: 0.096175, val_loss: 0.201736, lr: 0.0002000
Started epoch 0235/0250: loss: 0.093595, val_loss: 0.214780, lr: 0.0002000
Started epoch 0236/0250: loss: 0.092554, val_loss: 0.205450, lr: 0.0002000
Started epoch 0237/0250: loss: 0.091038, val_loss: 0.206365, lr: 0.0002000
Started epoch 0238/0250: loss: 0.094066, val_loss: 0.204609, lr: 0.0002000
Started epoch 0239/0250: loss: 0.093707, val_loss: 0.208344, lr: 0.0002000
Started epoch 0240/0250: loss: 0.098727, val_loss: 0.207752, lr: 0.0002000
Started epoch 0241/0250: loss: 0.092923, val_loss: 0.203367, lr: 0.0002000
Started epoch 0242/0250: loss: 0.092150, val_loss: 0.207988, lr: 0.0002000
Started epoch 0243/0250: loss: 0.091340, val_loss: 0.202318, lr: 0.0002000
Started epoch 0244/0250: loss: 0.091754, val_loss: 0.200553, lr: 0.0002000
Started epoch 0245/0250: loss: 0.090309, val_loss: 0.199857, lr: 0.0002000
Started epoch 0246/0250: loss: 0.089652, val_loss: 0.232876, lr: 0.0002000
Started epoch 0247/0250: loss: 0.110600, val_loss: 0.215340, lr: 0.0002000
Started epoch 0248/0250: loss: 0.096078, val_loss: 0.211747, lr: 0.0002000
Started epoch 0249/0250: loss: 0.093591, val_loss: 0.200923, lr: 0.0002000
Started epoch 0250/0250: loss: 0.092181, val_loss: 0.199065, lr: 0.0002000
